4,10,4,6,1,5,1,6,10,10,0,0,0,0,21,0,0,21
7,18,4,14,4,12,4,13,16,14,4,2,3,0,30,1,0,29
1,4,0,4,2,2,1,3,5,5,0,0,0,0,7,0,1,7
4,6,4,2,1,2,5,3,13,7,7,1,4,2,17,0,1,17
0,0,0,0,0,0,1,0,3,1,2,0,1,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
